smiles,Drd2,group
CC(C)N1CCN(C(=O)CCC(=O)c2ccc(Cl)cc2)CC1,0,training
COc1ccc2[nH]c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc3c2c1[N+](=O)[O-],0,training
CS(=O)(=O)Nc1ccc(OCC(O)CNCCc2ccc(Cl)c(Cl)c2)cc1F,0,training
C=CC(CN)c1cccc(O)c1,1,training
CCCN(CCC)CCCNc1c2ccc(Cl)cc2nc2ccc(OC)cc12,1,training
COc1cc2c(cc1OC)C(Cc1ccc(O)cc1)N(C)CC2,1,training
COc1c(Br)cc(C=CC(=O)NCCCN2CCOCC2)cc1Br,0,training
COc1cccc(OC)c1OCCNCC1COc2cccc(O)c2O1,1,training
O=S(=O)(CC1CC1)NCCOc1ccc2c(c1)C(Cc1cccc(F)c1)C(N1CCC1)CC2,1,training
COc1cc(OC2CCN(C)CC2)c2c(Nc3c(Cl)ccc4c3OCO4)ncnc2c1,0,training
O=c1cc(N2CCNCC2)c2ccccc2o1,0,training
OC1Cc2ccsc2C2(CCN(Cc3ccccc3)CC2)O1,1,training
CSC(=N)Nc1ccc2[nH]cc(C3=CCN(C)CC3)c2c1,0,training
COc1ccc(F)cc1-c1ccnc2[nH]c(C3(O)CCNCC3)cc12,0,training
Clc1ccc(Sc2ccccc2N2CCNCC2)cc1Cl,1,training
CN(C)CCn1cc(S(=O)(=O)c2c(Cl)cccc2Cl)c2cccnc21,1,training
Cn1c(=O)c2c(ncn2CCCN2CCC(C(c3ccccc3)c3ccccc3)CC2)n(C)c1=O,1,training
C=CCC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21,1,training
COc1ccc(-c2cc(NCCN(C)C)c3ccccc3n2)cc1,0,training
Cc1cc2ccccc2n1CCNC(=O)c1ccc2c(c1)n(C)c(=O)n2C,0,training
COC1Cc2c(csc2-c2ccccc2)C2(CCN(Cc3ccccc3)CC2)O1,1,training
O=C(CN1CCOCC1)Nc1nc(-c2ccccc2)cs1,0,training
O=C(CN1CCN(c2ccccc2)CC1)Nc1ccc(Oc2ccccc2)cc1,0,training
O=C1NC2(CCc3ccccc3C2)C(=O)N1CN1CCN(c2ccccc2F)CC1,1,training
O=[N+]([O-])c1ccc(C(O)CCN2CC=C(Cc3ccccc3)CC2)cc1,0,training
COc1ccc(N2CCN(CC(O)c3ccc(C)cc3C)CC2)cc1,0,training
CN1CCN(CCCOc2ccc(-c3cc(-c4ccccc4)no3)cc2)CC1,1,training
CCc1nnc(Nc2cccc(C3CCN(CC4CC4)CC3)n2)s1,1,training
COc1ccccc1N1CCN(CC(O)CCn2cc(-c3ccc4c(c3)Cc3ccccc3-4)nn2)CC1,1,training
CCN1CCN(CCC(=O)NC2C(=O)CCC3(C)c4cc(C)ccc4OC23)CC1,0,training
Cc1c(Nc2c(C#N)cncc2C=CCCN2CC(N)C2)ccc2[nH]ccc12,0,training
CC(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,1,training
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(CCc2ccccc2)CCC314,1,training
Clc1cccc(N2CCN(CCCSc3ccccc3)CC2)c1,1,training
O=C(Nc1ccccc1)Nc1cccc(CCN2CCN(c3ccccc3)CC2)c1,1,training
O=C(CN1CCN(c2ccnc3cc(Cl)ccc23)CC1)N(c1ccccc1)c1ccccc1,1,training
Clc1cc2nc(NC3CC3)n(Cc3ccccc3)c2cc1Cl,0,training
COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc(C(F)(F)F)c(Oc2ccc(S(C)(=O)=O)cc2)n1,0,training
COc1ccccc1OCC1CN(Cc2cccc(Cl)c2)CCO1,0,training
CN1CCCN(CCCOc2ccc(-n3c(-c4ccccn4)nc4cc(F)ccc43)cc2)CC1,1,training
CN1c2ccc(OC(=O)Nc3ccc([N+](=O)[O-])cc3)cc2C2(C)CCN(CCc3ccccc3)C12,0,training
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(Cl)cc2)c2ccc(O)cc12,0,training
CC(CCCNC(C)(C)C)Nc1ccnc2cc(Cl)ccc12,0,training
COc1cccc(CCc2ccccc2OCCN2CCN(c3cccc(Cl)c3)CC2)c1,1,training
NC(=O)c1cccc2[nH]c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc3c12,1,training
COc1ccc2c(c1)c1c(n2CCc2ccccc2)CCN(C)C1,1,training
O=C(OCCN1CCN(c2ccccc2)CC1)c1ccccc1Nc1cccc(C(F)(F)F)c1,1,training
COc1cc(C2=CCN(C(C)=O)CC2)ccc1O,0,training
N=C(Nc1ccc2sc(NC3CCN(Cc4ccc(F)cc4)CC3)nc2c1)c1cccs1,1,training
CN(C)CCCN1Cc2ccccc2Cc2ccccc21,1,training
CCC1CN2CCC1CC2C(O)c1cc(-c2ccccc2)nc2ccc(O)cc12,1,training
CC(C)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)cc3)no2)CC1,1,training
CN1CCC(c2ccc3c(-c4ccncc4)c(-c4ccc(F)cc4)[nH]c3c2)CC1,1,training
O=C1CCNC(=O)N1CCCN1CCN(c2ccc(F)cc2OCC(F)(F)F)CC1,1,training
CS(=O)(=O)c1ccc(CN2CCCN(CCC(O)(c3ccc(F)cc3)c3cccc(O)c3)CC2)cc1,1,training
O=C(c1ccc(-c2ccccc2)c(F)c1)C1CCCN(CCCn2cccn2)C1,1,training
Fc1cccc(CNc2cccc(-c3cc(NCC4CCCNC4)ncc3Cl)n2)c1,0,training
O=C(C=Cc1ccc([N+](=O)[O-])cc1)NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,0,training
COc1ccc2nccc(C(O)CN3CCC(NC(=O)c4ccc5nc(-n6cccc6)sc5c4)CC3)c2c1,0,training
COc1ccc(C2CN(CCc3ccc(OC)c(OC)c3)CC2CNC(=O)c2cccc(C#N)c2)cc1,0,training
O=C(Cc1ccccc1)N1CCC2C(CO)Nc3ccc(-c4cccc(F)c4)cc3C21,0,training
COc1ccc(-c2nc(CN3CCC(C(=O)NCCc4ccccc4)CC3)c(C)o2)cc1OC,0,training
c1ccc(N2CCN(CCN3CCc4c([nH]c5ccccc45)C3c3cccnc3)CC2)cc1,1,training
OC(COc1c(F)cc(Br)cc1F)CN1CCOCC1,0,training
CN1CCN(c2ccc(Nc3ccnc4cc(Cl)ccc34)cc2)CC1,1,training
COc1ccc(-c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)cc1CN1CCCN(C)CC1,1,training
Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(C(C)(C)C)n1C,1,training
Cc1cc(-c2ccc(S(=O)(=O)Nc3cc4c(cc3OC(C)C)CCN(C)CC4)cc2)ccc1Cl,1,training
COc1cc2nc(-c3ccc4c(c3)CCC4N(C)C)cc(O)c2cc1-c1cnco1,0,training
O=S(=O)(c1ccc(Cl)cc1)N1CCN(Cc2ccncc2)CC1,0,training
CC12CCC3c4cc(Br)c(O)c(Br)c4CCC3C1CCC2O,0,training
O=C(NC1CCN(CCO)CC1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,0,training
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccc(F)cc2)CC1,1,training
c1ccc(CN2CCN(c3ncnc4ccccc34)CC2)cc1,0,training
CC1CCN(c2cc(-c3ccncc3)ccc2NC(=O)c2ccc(C#N)o2)CC1,0,training
O=C1CCc2cc3c(c4c5cccc(O)c5n1c24)CCNC3,1,training
CCOc1cc(CN2CCC(Nc3nc4ccccc4o3)CC2)ccc1C(F)(F)F,1,training
COc1ccc(-n2c(C)nc(C(=O)NCC(O)CN3CCN(c4cccc(Cl)c4C)CC3)c2C)cc1,0,training
CCc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)CC3)n1,0,training
CC(C)(C)c1ccccc1N1CCN(CC(O)COCCOc2ccc(Br)c(Cl)c2)CC1,1,training
CC(=O)NCCc1nc2ccccc2n1Cc1ccc(C)cc1,0,training
CC1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(Br)cc1,0,training
O=C(c1ccc2ncccc2c1)N1CCC(N2CCC(Cc3ccc(Cl)c(Cl)c3)CC2)CC1,1,training
COc1cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c2cc1OCCCN1CCOCC1,0,training
CN1CCN(c2ccccc2NC(=O)c2ccc(-c3ccccc3)cc2)CC1,0,training
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,1,training
O=C(c1ccnnc1)N1CCC2(CC1)CC(N1CCOCC1)C2,0,training
COC(=O)C1C(c2ccc(C=C(Br)Br)cc2)CC2CCC1N2C,0,training
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,1,training
COc1ccc2c(c1)C1(CCCc3ccccc31)N(C)C2,1,training
CN(C)c1ccc(CN2CCC(NC(=O)c3ccc(-c4cccc(Cl)c4)s3)CC2)cc1,1,training
c1ccc(N2CCNCC2)c(COc2ccccc2C2CC2)c1,1,training
CCOC(=O)CN1CCN(C(=O)CCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1,0,training
N#Cc1ccc(OCC(O)CCN2CCN(c3ccccc3)CC2)cc1,1,training
O=C(Nc1cccnc1Cl)N1CC2(CCN(Cc3cccc(Oc4ccc(Cl)cc4)c3)CC2)C1,1,training
O=C(CCC(=O)N1CCN(C2CC2)CC1)c1ccc(Cl)cc1,1,training
CN1C2CCC1CC(NC(=O)c1ccnc3ccccc13)C2,1,training
Oc1ccc2c(c1)OC(CNCCCOc1ccccc1)CC2,1,training
NC(CC(=O)N1CC(=O)Nc2cc(Br)ccc2C1)C1CCc2cc(F)c(F)cc21,0,training
COc1ccccc1C=CC(=O)NCCCN1CCC2(CCc3ccccc32)CC1,0,training
O=S(=O)(c1cccc(Cl)c1)c1cn(C2CCNC2)c2ccccc12,0,training
COc1ccc(Br)cc1C=CC(=O)Nc1cccc(C)c1,0,training
FC(F)(F)c1cccc(N2CCN(Cc3nnc(-c4ccccc4)o3)CC2)c1,1,training
CCN(CC)c1ncc(-c2ccncc2)nc1N1CCCN(C)CC1,1,training
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1cccc(O)c1,1,training
COc1cc(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)cc(OC)c1OC,0,training
N#Cc1c(C2CCCNC2)cc(-c2c(O)cccc2O)nc1N,1,training
COc1ccc(CNC(=O)CN2C(=O)c3cccnc3Oc3ccc(C)cc32)cc1,0,training
CC1C2Cc3ccc(O)cc3C1(C)CCN(C)C2,1,training
CN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CC1,1,training
COc1cc2c(Oc3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,0,training
CS(=O)(=O)NCC(c1cccnc1)N1CCN(c2ccccc2F)CC1,0,training
COc1ccccc1-c1ccccc1CN1CCN(c2ccccc2OC)CC1,1,training
Cc1ccc(CN2CCC(CCOC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,1,training
Fc1ccc2[nH]cc(C3CCN(Cc4cccc5ccccc45)CC3)c2c1,1,training
Fc1cccc(C2SC3(CCNCC3)c3ccccc32)c1,1,training
CN1CCC23Cc4nc5ccc(Cl)cc5cc4CC2(O)C1Cc1ccc(O)cc13,1,training
FC1CCN(c2nccnc2C2CN(c3ccc4ccccc4n3)C2)C1,0,training
CN(C)CCCN(C)CCCN1c2ccccc2Sc2ccccc21,1,training
O=C(NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1)C1CCCO1,0,training
Oc1ccc2c3c1OC1c4[nH]cc(-c5ccccc5)c4CC4(O)C(C2)N(CC2CC2)CCC314,1,training
CN1CCC(C(=O)OCc2ccc3ccccc3c2)(c2ccc(Cl)c(Cl)c2)CC1,1,training
CCN1CCN(c2ccc(-c3nc4c(N5CCN(Cc6cc(C)on6)CC5)c(Cl)cnc4[nH]3)cc2)CC1,1,training
Oc1ccc(C#CCN2CCC(Cc3ccccc3)CC2)cc1,1,training
N#Cc1c(C2CCCNC2)cc(-c2c(N)cccc2O)nc1N,1,training
O=C(CC1(O)CCOCC1)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1,0,training
CC(=O)Nc1ccccc1Cn1c2c(c3ccccc31)CC1(O)C3Cc4ccc(O)c5c4C1(CCN3CC1CC1)C2O5,0,training
Cc1cc2nc(O)n(C3CCN(CCCN(c4ccc(F)cc4)c4ccc(F)cc4)CC3)c2cc1C,0,training
COc1cc(N2CCN(C)CC2)ccc1NCc1ccccc1,1,training
O=C(Cc1ccccc1)NC(CCN1CCC(NC(=O)c2ccc(Cl)cc2)CC1)c1ccc(Cl)c(Cl)c1,1,training
CSc1ccc(CN2CCC(C)(Oc3cccc(F)c3)C2)cc1,1,training
COc1ccc2c3c1OC1C(=O)CCC4(NC(=O)C#Cc5ccc(Cl)cc5)C(C2)N(CC2CC2)CCC314,0,training
CN1CCN(c2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(-c5ccc6c(c5)CCC6)c4n3)cc2)CC1,0,training
CCN(CC)CCNc1ccccc1-c1ccccc1NC(=O)Cc1ccc([N+](=O)[O-])cc1,0,training
CCc1cc2c(cc1O)CCC1C2CCC2(C)C(CCN(C)C)CCC12,1,training
COc1cc2c(cc1N1CC(C)NC(C)C1)N(C(=O)c1ccc(-c3cccc(C)n3)c3ccccc13)CC2,0,training
COc1ccc(CCNCCC2CN(C)c3ccccc3O2)cc1OC,1,training
CC1CCCN1CCOc1ccc(CCNC(=O)c2cc(Br)cs2)cc1Br,1,training
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2C,0,training
c1ccc(CN2CCc3[nH]ccc3C2)cc1,0,training
CC(C)N1CCC(CC(=O)N(C)CC(=O)c2ccc(O)cc2)CC1,0,training
CCC1CN(c2ncc(C(=O)NC)nc2C(F)(F)F)CCN1C1CCN(C(=O)c2ccc(Cl)nc2N)CC1,1,training
Cc1ccccc1-c1cncc(C2CCN(C(C)C)CC2)n1,0,training
COc1ccc(N2CCN(Cc3cccnc3)CC2)cc1,0,training
Cc1c(-c2ccccc2)nc(O)n1C1CCN(Cc2ccccc2Cl)CC1,1,training
CCCN1CC=C(c2c[nH]c3ccc(OC)cc23)CC1,1,training
Fc1cc(C2CNCCO2)ccc1Nc1ncc(Br)cn1,0,training
O=C(c1cccc2ccccc12)N1CCC(N2CCN(c3ccccc3)CC2)CC1,1,training
O=c1[nH]c2ccccc2cc1-c1nc2c([nH]1)CN(C1CCNCC1)CC2,1,training
Oc1cc2c(cc1O)C(c1ccccc1)CNCC2,1,training
Cc1ccc(S(=O)(=O)N(C)CCCNc2ccnc3cc(Cl)ccc23)cc1,0,training
O=C(O)c1ccc(CN2C3CCC2CC(Nc2ccc(Oc4ccccc4Cl)cc2)C3)cc1,1,training
CN(C)CCC=C1c2ccccc2C=Cc2ccc(Cl)cc21,1,training
Cc1onc(-c2ccccc2)c1C(=O)NCCCN1CCC2(CCc3ccccc32)CC1,1,training
Cc1cccc(CN2CCN(c3ccc(Cl)cc3)CC2)c1,1,training
c1ccc(CN2CCC3(C2)Oc2ccccc2C3n2cccc2)cc1,0,training
COc1ccc(-c2ccc3[nH]c4c(c3c2)CCN2CC3C(C)ON(C)C3CC42)cc1,0,training
CCCN(CCC1CCC(NC(=O)C=Cc2ccccc2Cl)CC1)C1CCc2nc(N)sc2C1,1,training
Cc1ccccc1-c1nc2c(CN3CCC(O)(c4ccccc4)CC3)c(O)ccc2[nH]1,1,training
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4cncs4)n[nH]c2-3)CC1,0,training
CC1C2Cc3ccc(N(C)C=O)cc3C1(C)CCN2CC1CC1,1,training
CNc1c(Nc2cc(Cl)ccc2OCC(=O)N2CCN(Cc3ccccc3)CC2C)c(=O)c1=O,0,training
CCN(CC)S(=O)(=O)N1CCN(c2ccc(OCC3CCN(C(=O)OC(C)C)CC3)cn2)CC1,0,training
Nc1ccc(CC(=O)NC2CCN(Cc3ccccc3)CC2)cc1,1,training
COc1ccccc1N1CCN(CC(O)COc2ccccc2C(=O)CCc2ccccc2)CC1,1,training
O=C(Nc1nccs1)NC1CCN(Cc2ccccc2)C1,1,training
O=C(c1c[nH]c2cc(Cl)ccc12)N1CCC2(CC1)c1ccccc1CS2(=O)=O,0,training
CN1CCN(CCNCc2cn(-c3ccc(F)cc3F)nc2-c2ccc(Cl)cc2)CC1,1,training
N#Cc1c(-c2ccc(OC(F)(F)F)cc2)c(NCCc2ccccc2)n2c(Cl)cccc12,0,training
CCSCCCn1c(N2CCN(C)CC2)nc2ccccc21,0,training
O=c1c(-c2ccccc2)c(SCCCN2CCN(c3cccc(Cl)c3)CC2)n(-c2ccccc2)c(=S)n1-c1ccccc1,0,training
O=C(CNc1noc2ccc(C(F)(F)F)cc12)NC1CN(C2CCC(c3ccc4c(c3)OCO4)CC2)C1,0,training
COc1ccc(N2Cc3cc(Cl)cc(Cl)c3C2=O)cc1OCCN1CCC(C)CC1,1,training
CN1CCCN(S(=O)(=O)c2ccc(-c3ccc(CC(C#N)NC(=O)C4NC5CCC4C5)c(F)c3)cc2)CC1,0,training
CCCOc1ccc(-c2cc(OCCN(C)C)c3ccccc3n2)cc1,0,training
CN1CC2Cc3ccc(O)cc3C(C)(C2)C1,1,training
O=C(C=Cc1ccccc1O)N1CCC(CCN2CCC(c3c[nH]c4ccccc34)CC2)CC1,1,training
N=C(N)NC(=O)CC1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21,0,training
CN1CCN(CCOc2ccc(-c3cccc(N)n3)c3c2CCC3)CC1,1,training
CN1CC=C(c2c[nH]c3ccc(NS(C)(=O)=O)cc23)CC1,0,training
N#CC(=Cc1ccccc1OCCCN1CCOCC1)c1noc2ccc(Cl)cc12,1,training
COc1cc(F)c2nccc(C(O)CN3CCC(NCc4nc5cccc(F)c5[nH]4)CC3)c2c1,1,training
Cc1ccccc1C1CCN(C2CCC(NC(=O)C=Cc3cccc(F)c3)CC2)CC1,1,training
Cc1cc(C)cc(C(=O)N2COC(CCN3CCC(C(N)=O)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)c1,0,training
CC(C)c1ccc2nc3ccc(C(=O)NCCN4CCN(c5ccccc5)CC4)cn3c(=O)c2c1,0,training
CCc1ccc(C2Oc3ccccc3OC2CNCCOc2c(OC)cccc2OC)cc1,0,training
COc1ccccc1N1CCN(CCCSc2nc3sc(C)c(C)c3c(=O)n2Nc2ccccc2)CC1,1,training
COc1ccc2[nH]cc(CCN(C)C(C)C)c2c1,1,training
C=CCc1cc2c3c(c1O)-c1cc4c(cc1CC3N(C)CC2)OCO4,1,training
Clc1cccc(N2CCN(Cc3ccco3)CC2)c1,0,training
NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,0,training
C=CCN1CCN(c2nc(NCCc3ccc(O)cc3)nc(N(C)CCCc3ccc(Cl)cc3)n2)CC1,1,training
O=C(Cc1ccncc1)NC1CCN(Cc2ccccc2)CC1,1,training
CCOc1ccccc1-c1nc(CN2CCN(CC)CC2)co1,0,training
CCN1CC2(CCN(CC(O)C3COc4ccccc4O3)CC2)OC1=O,0,training
CCc1cccc2c(CCN(C)C)c[nH]c12,1,training
Nc1ccccc1N1CC2(CCNCC2)c2ccccc21,1,training
Fc1ccc(CN2CCC(COc3ccc(F)cc3)CC2)cc1,0,training
N#Cc1ccc(C=CC(O)=NC2CCC(CCN3CCc4ccc(-c5cnccn5)cc4CC3)CC2)cc1,0,training
COc1ccccc1N1CCN(Cc2ccccc2CNC(=O)c2ccc3ccccc3c2)CC1,1,training
CCc1cccc(N(C)C(=N)Nc2cc(CC)cc(C(F)(F)F)c2Br)c1,0,training
CN1CC(=O)N(c2cccc(F)c2)CC12CCN(Cc1nccs1)C2,1,training
Cc1cccc(CN2CCC(N(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)c1,1,training
OC(CNCCc1c[nH]c2ccccc12)c1ccccc1,0,training
Cc1cc(N2CCC(N3CCN(C)CC3)CC2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,1,training
Cc1ccc(-c2cc3c(cc2O)C(c2ccccc2)CN(C)CC3)cc1,1,training
CCC(NC(C)=O)C1CCC(N2CC(NC(=O)CNc3ncnc4ccc(C(F)(F)F)cc34)C2)CC1,0,training
CN(C)C(=O)c1cccnc1NCCCN1CCN(c2ccccc2OCC(C)(C)C)CC1,1,training
COc1cc2c(cc1O)CCC1C2CCC2(C)C(=NO)CCC12,0,training
CCCN1CCC(Oc2ccc(-n3c(C)nc4ccccc4c3=O)cc2)CC1,0,training
CC(=O)C1=NN(c2cc(F)ccc2F)CC1(CCCN1CC2CC1CO2)c1ccccc1,0,training
CN1CCN(CC(O)c2cc(-c3ccc(F)cc3)nc3cc(F)ccc23)CC1,1,training
O=C(NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccccc1,1,training
COc1ccc(C(CCN2CCN(c3ccccc3)CC2)c2c(O)cc(OC)cc2OC)cc1,1,training
Cn1c(CN2CCN(c3ccc(Cl)cc3F)CC2)nc2ccccc21,1,training
O=C(Nc1ccc(OC2CCN(Cc3ccc(F)cc3)CC2)c(Cl)c1)c1ccoc1,0,training
COc1ccc(Cl)c2c1CCC(CN1CCN(c3ccc(Cl)cc3)CC1)=C2,1,training
COc1ccc(C(=O)NCCCN2CCN(CCCNc3ccnc4cc(Cl)ccc34)CC2)cc1,0,training
CCN1CCC2(c3ccccc3)CC1Cc1ccc(O)cc12,1,training
O=S(=O)(NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1)c1ccc(F)cc1,1,training
O=C(CCc1ccccc1)NCCCN1CCC2(CCc3ccccc32)CC1,0,training
CNc1nc(Nc2cc(OC)c(C(=O)N3CCC(C#N)C3)cc2Cl)ncc1Cl,0,training
Nc1cccnc1C1CCC(N2CC(NC(=O)CNC(=O)c3cccc(C(F)(F)F)c3)C2)CC1,0,training
Cc1cccc(C2c3ccccc3C3C2CCCN3C)c1,1,training
CC(C)C(=O)N1CCN(C(=O)C2CC2c2ccccc2)CC1,0,training
c1cnc2ccc(OCCCN3CCC(Cc4c[nH]cn4)CC3)cc2c1,1,training
COc1ccc(CCCc2cc(OC)c(CC(C)N)cc2OC)cc1,0,training
CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCN(CC(F)F)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,0,training
Clc1ccc2c(c1)C1CNC(C2)c2ccccc21,1,training
Clc1cc(N2CCNCC2Cc2ccccc2)cc2cc[nH]c12,1,training
CCN1CCN(c2cc3c(cc2F)c(=O)ccn3C2CC2)CC1,1,training
CN1CC=C(c2c[nH]c3ccc(C(=O)c4nccs4)cc23)CC1,1,training
Nc1scc(CN2CCN(c3cc(F)ccc3F)CC2)c1C(=O)c1ccc(Cl)cc1,1,training
CN(CC1CC1)C1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,1,training
CC(C)N1CCC(Oc2ccc(CN3CCCN(C)CC3)cc2)CC1,0,training
CC(C)Nc1nc(-c2ccc(S(=O)(=O)C(C)C)cc2)cc2ncn(C)c(=O)c12,0,training
COc1ccc2c(c1)C(CCCN1CCN(c3ccccc3)CC1)=CCC2,1,training
COc1ccccc1C(=O)N1CCC(N2CCN(c3ccccc3)CC2)CC1,1,training
CN1CCC2(C)c3cc(O)ccc3CC1C2(C)O,1,training
CC(C)(O)CN1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,0,training
COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CC[S+]([O-])CC1,0,training
CCC(C)c1nc(-c2ccccc2)c(-c2ccc(CN3CCC(n4c(=O)[nH]c5ccccc54)CC3)cc2)[nH]c1=O,0,training
[O-][S+]1CC2(CCN(CCC(COCc3ccccc3)c3ccc(Cl)c(Cl)c3)CC2)c2ccccc21,1,training
CCN(Cc1ccccc1OC)CC(Cc1c[nH]c2ccccc12)NC(=O)CN1CCN(c2ccccc2)CC1,1,training
c1ccc(C(OCCN2CCN(Cc3cc4ccccc4[nH]3)CC2)c2ccccc2)cc1,1,training
c1csc(CN(CCc2c[nH]c3ccccc23)Cc2cccs2)c1,0,training
CN1CCC(c2cc3c(-c4cncc(NCc5cccc(F)c5)n4)ccnc3[nH]2)CC1,1,training
C(#Cc1ccc2occc2c1)CCN1CC=C(c2ccccc2)CC1,1,training
O=c1[nH]c2cc(F)ccc2n1C1CCN(C2CCN(S(=O)(=O)c3ccccc3)CC2)CC1,1,training
Cc1ccc(-c2cc3[nH]c(=O)n(CCCN4CCN(c5ccccc5Cl)CC4)c(=O)c3[nH]2)cc1,1,training
CCc1ncnc(N2CCC(C=C(C)C)CC2)c1C#Cc1ccc(N)nc1,0,training
O=S(=O)(Nc1cc(-c2ccc3nccnc3c2)cnc1Cl)c1ccc(F)cc1,0,training
Cc1cccc(CN2CCN(C3CN(Cc4ccc(F)cc4)S(=O)(=O)C3)CC2)c1,1,training
CCc1ncnc(-c2cc(F)c(C(=O)NC)c(F)c2)c1C#Cc1ccc(N)nc1,0,training
FC(F)(F)c1cccc(N2CCN(CCOc3ccc4nc[nH]c4c3)CC2)c1,1,training
CN1CCC(c2cccc(O)c2)CC1,1,training
CCN(CC)CC(O)COc1ccccc1C(=O)CCc1ccc(F)cc1,0,training
CCCS(=O)(=O)NCCOc1ccc2c(c1)C(Cc1ccc(Cl)c(Cl)c1)C(N)CC2,0,training
CC1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1,0,training
CC(=O)NCC1CN(c2ccc(N3CCN(c4ccc([N+](=O)[O-])o4)CC3)c(F)c2)C(=O)O1,0,training
CS(=O)(=O)Oc1ccc2c(c1)CN(CCC1CCC(NC(=O)C=Cc3ccc(F)cc3)CC1)C2,0,training
COc1ccccc1OCCCN1CCC(C(O)(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1,training
O=C(CCN1CCN(c2ccccc2)CC1)Nc1ccc(F)cc1F,0,training
CCNC1CCc2c(cccc2OC)C1,1,training
O=C(Nc1ccc2c(c1)CCNCC2)c1ccc(Br)cc1,1,training
O=C1C2Oc3c(O)ccc4c3C23CCN(CC2CC2)C(C4)C3(O)CC12Cc1ccccc1C2,1,training
CCC12CCN(CCc3ccccc3)CC1Oc1ccc(O)cc12,1,training
CCCc1ccc(C(=O)NC2CN3CCC2CC3)cc1,1,training
CCOC(=O)N1CCC(NC(=O)c2nc3c(s2)CN(C)CC3)C(NC(=O)c2cc3cc(Cl)ccc3[nH]2)C1,0,training
O=C(CN1CCN(c2ccccc2)CC1)N1CCc2ccccc21,1,training
COc1ccc(NC(=O)C=Cc2cc(Br)ccc2OC)cc1,0,training
CC12CCCN1CC(c1ccc(Cl)cc1)c1ccccc12,1,training
N#Cc1ccc(C(NC(=O)C2CCC(N3CCOCC3)CC2c2ccc(Br)cc2)c2ccc(Cl)cc2)cc1,0,training
O=C(CCN(CCO)Cc1ccccc1)c1ccc2c(Cl)cccc2c1,1,training
CN(C)CCCN(C(=O)c1ccco1)c1nc(-c2ccc(Cl)cc2)cs1,0,training
CCN(CC)CCCOc1ccc(-c2nc3ccc(Oc4ccc(F)cc4)cc3o2)cc1,1,training
